"","rowid","source","doi","article","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","total.quality","score.source","tech.tier.zero","tech.tier.zero.criteria.failure","risk.tier.zero","risk.tier.zero.criteria.failure","authors","year","genus","species","organism.group","environment","life.stage","invitro.invivo","sex","body.length.cm","body.size.source","max.size.ingest.mm","ingest.size.source","exposure.route","leachate.only","mix","type","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","treatments","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.particles.mL.min.nominal","dose.particles.mL.max.nominal","dose.mg.L.nominal","dose.mg.kg.sed.nominal","dose.mg.kg.food.nominal","dose.particles.kg.food.nominal","dose.percent.sed.nominal","dose.particles.m2.nominal","dose.mg.m2.nominal","dose.percent.food.nominal","dose.particles.kg.sed.nominal","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.exp.typ.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.mg.kg.sed.measured","dose.mg.kg.food.measured","dose.particles.kg.food.measured","dose.particles.kg.food.min.measured","dose.particles.kg.food.max.measured","dose.percent.sed.measured","dose.particles.m2.measured","chem.add.dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","effect","effect.metric","af.time","acute.chronic","af.noec","direction","stat.clarity","lvl1","lvl2","lvl3","effect.score","bio.org","target.cell.tissue","polymer","density.g.cm3","density.mg.um.3","density.reported.estimated","shape","charge","zetapotential.mV","zetapotential.media","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","csf","csf.calculated.estimated","size.length.um.used.for.conversions","size.width.um.used.for.conversions","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","size.category","weather.biofoul","size.valid","size.valid.method","size.valid.media","shape.valid","shape.valid.method","polymer.valid","polymer.valid.method","particle.source","supplier.part","sodium.azide","contaminant.screen","sol.rinse","clean.method","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","fed","curator","effect_f","size_f","shape_f","poly_f","org_f","lvl1_f","lvl2_f","lvl3_f","bio_f","vivo_f","life_f","env_f","species_f","af.time_noNA","acute.chronic_f","tier_zero_tech_f","tier_zero_risk_f","weather.biofoul_f","treatment_range","max.size.ingest.um","exp_type_f","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","environment.noNA","Species","Group","chem.exp.typ.nominal_f","alpha","a.sa","a.v","a.m","a.ssa","R.ave","p.ave","x2M","EC_mono_p.particles.mL","mu.p.mono","mu.p.poly","EC_poly_p.particles.mL","CF_bio","EC_env_p.particles.mL","x_LL_sa","x_UL_sa","mu.sa.poly","mu.sa.mono","EC_poly_sa.particles.mL","EC_env_sa.particles.mL","x_LL_v","x_UL_v","mu.v.poly","mu.v.mono","EC_poly_v.particles.mL","EC_env_v.particles.mL","x_LL_m","x_UL_m","mu.m.poly","mu.m.mono","EC_poly_m.particles.mL","EC_env_m.particles.mL","mu.ssa.mono","x_LL_ssa","x_UL_ssa","mu.ssa.inverse.poly","mu.ssa.poly","EC_poly_ssa.particles.mL","EC_env_ssa.particles.mL"
"11",29,"Koelmans,Rochman","10.1002/etc.3093",2,2,2,2,2,2,2,1,1,2,2,1,0,0,0,1,0,1,2,"P",2,2,2,2,0,1,0,2,11,11,22,"de Ruijter","Pass",NA,"Pass",NA,"Au",2015,"Hyalella","azteca","Crustacea","Freshwater","Early","invivo",NA,0.78,"Koelmans 2020",0.112,"Koelmans 2020","water","N","N","Lab","Y","N","hard reconstituted water","ethanol",NA,NA,NA,25,NA,NA,10,3,3,2,10,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"reported",0.927064357,"converted",NA,"LC50",10,"acute",10,NA,"Clear","fitness","mortality","mortality",6,"organism",NA,"PP",0.875,8.75e-10,"estimated","fiber",NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.075,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,20,2493.768636,14922.5651,1.31e-05,3,"N","Y","laser.measuring.microscope",NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","No","Not Cleaned","N","Y","Not Evaluated","Y","microscopy","gut","Y","LTH,EM",NA,"1µm < 100µm","Fiber","Polypropylene","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Hyalella azteca","10","Acute","Red Criteria Passed","Red Criteria Passed","No","3-5",112,"Particle Only","monodisperse",20,15.4,15.4,75,57.75,57.75,3588.65163867855,50465.4136689171,1663.96758731996,87748.290737576,0.00145597163890497,0.076779754395379,1059502.1221,177057.573156,13515845279084,"Freshwater","Hyalella azteca","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,112,71,1,4.32746160982392,16.406846877352,1.00634762240038,16.5109913461102,3.14159265358979,39408.1382466304,351.858377202057,2493.768636,503.206928207719,506.401095777235,0.35081117965086,492864.449004524,509.685014868067,14922.5651,2078.73900780515,2091.93405809563,3.85892297615946e-07,0.542150893904976,0.00278094131316368,0.0131,77.7772567907883,78.2709574482333,190364.018015267,1.22833333333333e-07,1.37573333333333e-05,6.01564111796021e-07,1662333.20836646,1.89077535011738,1.90277727808386
"12",97,"Rochman","10.1021/es503001d",6,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,2,"P",2,2,0,2,2,0,0,2,11,10,21,"VDR,JV","Pass",NA,"Pass",NA,"Besseling",2014,"Daphnia","magna","Crustacea","Freshwater","Early","invivo","F",0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","N","RT medium",NA,"SDS",NA,7.8,21,NA,NA,21,10,12,3,1,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63e+11,"converted",32,"reported","Y","LOEC",1,"chronic",2,"increase","Unclear","fitness","mortality","mortality",6,"organism",NA,"PS",1.09,1.09e-09,"estimated","sphere",NA,NA,NA,"COOH",NA,NA,NA,7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.015393804,0.000179594,1.96e-13,1,"Y","Y","TEM",NA,"Y","TEM","N",NA,"lab",NA,"N","N","No","Not Cleaned","N","N","aggregates observed via TEM","N",NA,NA,"Y","LTH,EM","Yes","1nm < 100nm","Sphere","Polystyrene","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Daphnia magna","1","Chronic","Red Criteria Passed","Red Criteria Passed","Yes","5-10",114.87,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29273822,2509190052,1.28019900612245e+25,"Freshwater","Daphnia magna","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,114.87,1.63e+11,1,4.34627810386335,37503352547.8067,1.00617404953341,37734900104.106,3.14159265358979,41453.6823162985,360.87474811786,0.015393804,6953077.3906644,6996006.03488403,0.35081117965086,531732.601123509,530.197103328499,0.000179594,55213.0930482707,55553.9814196437,3.85892297615946e-07,0.58490586123586,0.00292749669711671,1.96e-10,2526.40436031546,2542.00250597749,78539816.3265306,1.22833333333333e-07,1.4109865e-05,6.04798578305301e-07,1653443.04016403,1792436782692.22,1803503376174.08
"13",108,"Rochman","10.1021/es503001d",6,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,2,"P",2,2,0,2,2,0,0,2,11,10,21,"VDR,JV","Pass",NA,"Pass",NA,"Besseling",2014,"Daphnia","magna","Crustacea","Freshwater","Early","invivo","F",0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","N","RT medium",NA,"SDS",NA,7.8,21,NA,NA,21,10,12,3,1,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63e+11,"converted",32,"reported","Y","LOEC",1,"chronic",2,"decrease","Unclear","fitness","growth","size",3,"organism",NA,"PS",1.09,1.09e-09,"estimated","sphere",NA,NA,NA,"COOH",NA,NA,NA,7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.015393804,0.000179594,1.96e-13,1,"Y","Y","TEM",NA,"Y","TEM","N",NA,"lab",NA,"N","N","No","Not Cleaned","N","N","aggregates observed via TEM","N",NA,NA,"Y","LTH,EM","Yes","1nm < 100nm","Sphere","Polystyrene","Crustacea","Fitness","Growth","Size","Organism","In Vivo","Early","Freshwater","Daphnia magna","1","Chronic","Red Criteria Passed","Red Criteria Passed","Yes","5-10",114.87,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29273822,2509190052,1.28019900612245e+25,"Freshwater","Daphnia magna","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,114.87,1.63e+11,1,4.34627810386335,37503352547.8067,1.00617404953341,37734900104.106,3.14159265358979,41453.6823162985,360.87474811786,0.015393804,6953077.3906644,6996006.03488403,0.35081117965086,531732.601123509,530.197103328499,0.000179594,55213.0930482707,55553.9814196437,3.85892297615946e-07,0.58490586123586,0.00292749669711671,1.96e-10,2526.40436031546,2542.00250597749,78539816.3265306,1.22833333333333e-07,1.4109865e-05,6.04798578305301e-07,1653443.04016403,1792436782692.22,1803503376174.08
"14",244,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,"P",2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Ennucula","tenuis","Mollusca","Marine","Adult","invivo",NA,1,"sealifebase.org",0.758577575029184,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2400000,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","NOEC",1,"chronic",1,NA,"Clear","metabolism","lipid.metabolism","lipid.content",1,"subcell","whole.body","PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.02,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",22.5,NA,2647.427052,954.2587685,9.16e-07,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","No","1µm < 100µm","Fragment","Polyethylene","Mollusca","Metabolism","Lipid Metabolism","Lipid Content","Subcell","In Vivo","Adult","Marine","Ennucula tenuis","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",758.577575029184,"Particle Only","polydisperse",20,15.4,10.318,25,19.25,12.8975,2884.02363338829,4506.2869271692,1663.96758731996,3249.9366939843,0.00159740888382716,0.00311993922622493,NA,NA,NA,"Marine","Ennucula tenuis","Mollusca","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,758.577575029184,NA,1,5.6812554480678,NA,1.00071912118794,NA,3.14159265358979,1807797.87972058,2383.14173688964,3605.02954173536,NA,NA,0.35081117965086,153134634.044449,10072.2918457269,2327.19968522375,NA,NA,3.85892297615946e-07,168.448097448894,0.136475175316809,2.24747221984094,NA,NA,1604.03742031147,1.22833333333333e-07,9.31786121327513e-05,8.54915032456322e-07,1169706.8855215,NA,NA
"15",245,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,"P",2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Ennucula","tenuis","Mollusca","Marine","Adult","invivo",NA,1,"sealifebase.org",0.758577575029184,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,5,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2.4e+07,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","LOEC",1,"chronic",2,"decrease","Clear","metabolism","lipid.metabolism","lipid.content",1,"subcell","whole.body","PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.02,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",22.5,NA,2647.427052,954.2587685,9.16e-07,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","Yes","1µm < 100µm","Fragment","Polyethylene","Mollusca","Metabolism","Lipid Metabolism","Lipid Content","Subcell","In Vivo","Adult","Marine","Ennucula tenuis","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",758.577575029184,"Particle Only","polydisperse",20,15.4,10.318,25,19.25,12.8975,2884.02363338829,4506.2869271692,1663.96758731996,3249.9366939843,0.00159740888382716,0.00311993922622493,NA,NA,NA,"Marine","Ennucula tenuis","Mollusca","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,758.577575029184,NA,1,5.6812554480678,NA,1.00071912118794,NA,3.14159265358979,1807797.87972058,2383.14173688964,3605.02954173536,NA,NA,0.35081117965086,153134634.044449,10072.2918457269,2327.19968522375,NA,NA,3.85892297615946e-07,168.448097448894,0.136475175316809,2.24747221984094,NA,NA,1604.03742031147,1.22833333333333e-07,9.31786121327513e-05,8.54915032456322e-07,1169706.8855215,NA,NA
"16",250,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,"P",2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Ennucula","tenuis","Mollusca","Marine","Adult","invivo",NA,1,"sealifebase.org",0.758577575029184,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2400000,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","NOEC",1,"chronic",1,NA,"Clear","metabolism","gen.metabolism","energy.reserves",1,"subcell","whole.body","PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.02,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",22.5,NA,2647.427052,954.2587685,9.16e-07,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","No","1µm < 100µm","Fragment","Polyethylene","Mollusca","Metabolism","General Metabolism","Energy Reserves","Subcell","In Vivo","Adult","Marine","Ennucula tenuis","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",758.577575029184,"Particle Only","polydisperse",20,15.4,10.318,25,19.25,12.8975,2884.02363338829,4506.2869271692,1663.96758731996,3249.9366939843,0.00159740888382716,0.00311993922622493,NA,NA,NA,"Marine","Ennucula tenuis","Mollusca","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,758.577575029184,NA,1,5.6812554480678,NA,1.00071912118794,NA,3.14159265358979,1807797.87972058,2383.14173688964,3605.02954173536,NA,NA,0.35081117965086,153134634.044449,10072.2918457269,2327.19968522375,NA,NA,3.85892297615946e-07,168.448097448894,0.136475175316809,2.24747221984094,NA,NA,1604.03742031147,1.22833333333333e-07,9.31786121327513e-05,8.54915032456322e-07,1169706.8855215,NA,NA
"17",251,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,"P",2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Ennucula","tenuis","Mollusca","Marine","Adult","invivo",NA,1,"sealifebase.org",0.758577575029184,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,5,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2.4e+07,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","LOEC",1,"chronic",2,"decrease","Clear","metabolism","gen.metabolism","energy.reserves",1,"subcell","whole.body","PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.02,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",22.5,NA,2647.427052,954.2587685,9.16e-07,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","Yes","1µm < 100µm","Fragment","Polyethylene","Mollusca","Metabolism","General Metabolism","Energy Reserves","Subcell","In Vivo","Adult","Marine","Ennucula tenuis","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",758.577575029184,"Particle Only","polydisperse",20,15.4,10.318,25,19.25,12.8975,2884.02363338829,4506.2869271692,1663.96758731996,3249.9366939843,0.00159740888382716,0.00311993922622493,NA,NA,NA,"Marine","Ennucula tenuis","Mollusca","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,758.577575029184,NA,1,5.6812554480678,NA,1.00071912118794,NA,3.14159265358979,1807797.87972058,2383.14173688964,3605.02954173536,NA,NA,0.35081117965086,153134634.044449,10072.2918457269,2327.19968522375,NA,NA,3.85892297615946e-07,168.448097448894,0.136475175316809,2.24747221984094,NA,NA,1604.03742031147,1.22833333333333e-07,9.31786121327513e-05,8.54915032456322e-07,1169706.8855215,NA,NA
"18",262,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,"P",2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Abra","nitida","Mollusca","Marine","Adult","invivo",NA,1.2,"WoRMS",0.899421369716785,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,94,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","LOEC",1,"chronic",2,"decrease","Clear","metabolism","gen.metabolism","protein.reserves",1,"subcell","whole.body","PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",312.5,NA,510691.9468,2556634.646,0.002454369,4,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","Yes","100µm < 1mm","Fragment","Polyethylene","Mollusca","Metabolism","General Metabolism","Protein Reserves","Subcell","In Vivo","Adult","Marine","Abra nitida","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",899.421369716785,"Particle Only","polydisperse",125,96.25,64.4875,500,385,257.95,112657.17317923,1802514.77086768,406242.086748037,25999493.5518744,0.389992403278116,24.9595138097994,NA,NA,NA,"Marine","Abra nitida","Mollusca","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,899.421369716785,NA,1,5.79442446240615,NA,1.00058087351146,NA,3.14159265358979,2541419.0240894,2825.61556758392,450628.69271692,NA,NA,0.35081117965086,255248401.396571,13137.3395085966,3338681.01970017,NA,NA,3.85892297615946e-07,280.773241536228,0.193119443700393,3969.19332913556,NA,NA,113.531555494945,1.22833333333333e-07,0.000110478924913545,8.78195298548789e-07,1138698.87672195,NA,NA
"19",292,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,"P",2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Ennucula","tenuis","Mollusca","Marine","Adult","invivo",NA,1,"sealifebase.org",0.758577575029184,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,94,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","NOEC",1,"chronic",1,NA,"Clear","metabolism","gen.metabolism","energy.reserves",1,"subcell","whole.body","PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",312.5,NA,510691.9468,2556634.646,0.002454369,4,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Mollusca","Metabolism","General Metabolism","Energy Reserves","Subcell","In Vivo","Adult","Marine","Ennucula tenuis","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",758.577575029184,"Particle Only","polydisperse",125,96.25,64.4875,500,385,257.95,112657.17317923,1802514.77086768,406242.086748037,25999493.5518744,0.389992403278116,24.9595138097994,NA,NA,NA,"Marine","Ennucula tenuis","Mollusca","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,758.577575029184,NA,1,5.6812554480678,NA,1.00071912118794,NA,3.14159265358979,1807797.87972058,2383.14173688964,450628.69271692,NA,NA,0.35081117965086,153134634.044449,10072.2918457269,3338681.01970017,NA,NA,3.85892297615946e-07,168.448097448894,0.136475175316809,3969.19332913556,NA,NA,113.531555494945,1.22833333333333e-07,9.31786121327513e-05,8.54915032456322e-07,1169706.8855215,NA,NA
"20",293,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,"P",2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Ennucula","tenuis","Mollusca","Marine","Adult","invivo",NA,1,"sealifebase.org",0.758577575029184,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,5,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,940,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","LOEC",1,"chronic",2,"decrease","Clear","metabolism","gen.metabolism","energy.reserves",1,"subcell","whole.body","PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",312.5,NA,510691.9468,2556634.646,0.002454369,4,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","Yes","100µm < 1mm","Fragment","Polyethylene","Mollusca","Metabolism","General Metabolism","Energy Reserves","Subcell","In Vivo","Adult","Marine","Ennucula tenuis","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",758.577575029184,"Particle Only","polydisperse",125,96.25,64.4875,500,385,257.95,112657.17317923,1802514.77086768,406242.086748037,25999493.5518744,0.389992403278116,24.9595138097994,NA,NA,NA,"Marine","Ennucula tenuis","Mollusca","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,758.577575029184,NA,1,5.6812554480678,NA,1.00071912118794,NA,3.14159265358979,1807797.87972058,2383.14173688964,450628.69271692,NA,NA,0.35081117965086,153134634.044449,10072.2918457269,3338681.01970017,NA,NA,3.85892297615946e-07,168.448097448894,0.136475175316809,3969.19332913556,NA,NA,113.531555494945,1.22833333333333e-07,9.31786121327513e-05,8.54915032456322e-07,1169706.8855215,NA,NA
"21",590,"Rochman","10.1021/es502569w",24,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,1,1,0,"P",2,0,2,2,1,0,0,0,10,7,17,"EM,SS","Pass",NA,"Pass",NA,"DellaTorre",2014,"Paracentrotus","lividus","Echinoderm","Marine","Early","invivo",NA,6,"sealifebase.org",4.0445581424139,NA,"water","N","N","Lab","Y","N","natural seawater",NA,NA,38,8.3,18,NA,NA,2,6,3,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42837965.99,"converted",3,"reported","N","NOEC",10,"acute",1,NA,"Clear","fitness","development","embryotoxicity",3,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere","positive",13,"natural.seawater","NH2",NA,NA,NA,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.785398163,0.065449847,7e-11,2,"N","Y","dynamic.light.scatter","natural.seawater","Y","TEM","N",NA,"commercial","invitrogen","unknown","N","No","Not Cleaned","N","N","aggregates observed via dynamic light scattering","Y","microscopy flourescent particles","gut","N","LTH","No","100nm < 1µm","Sphere","Polystyrene","Echinoderm","Fitness","Development","Embryotoxicity","Organism","In Vivo","Early","Marine","Paracentrotus lividus","10","Acute","Red Criteria Passed","Red Criteria Passed","No","1-6",4044.5581424139,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2803738.3198367,33644859.7952025,4.80640854217178e+20,"Marine","Paracentrotus lividus","Echinoderm","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,4044.5581424139,42837965.99,1,6.73982200960733,6355949.15250526,1.00002806857617,6356127.55494817,3.14159265358979,51391588.1265506,12706.3541472243,0.785398163,2647.8767556272,2647.9510777576,0.35081117965086,23210616393.3184,137098.265838676,0.065449847,20.4505746493968,20.451148667909,3.85892297615946e-07,25531.6780326502,4.14260838797634,7e-08,0.107403086938594,0.10740610159032,11219973.7571429,1.22833333333333e-07,0.000496806558493173,1.08788571778899e-06,919214.20021249,77583205.6849049,77585383.335023
